"","x"
"V88",0.129446178205609
"V89",-1.97133329737678
"V90",-2.80694030771032
"V91",-3.42159777995272
"V92",-3.88956647528145
"V93",1.43515634242328
"V94",-0.184906528201521
"V95",2.64343217722194
"V96",-6.94754840747413
"V97",3.31157668021703
"V98",1.70963398504906
"V99",3.54001194841781
"V100",3.49549160320292
"V101",0.0160597068704201
"V102",-0.711219483427632
"V103",-2.32302573165586
"V104",-1.60737357510237
"V105",-2.43042664504107
"V106",3.45310245247758
"V107",1.57946364894067
"V108",-2.11877967822245
"V109",-3.14600125981099
"V110",1.50347397452556
"V111",1.42435572271524
"V112",-3.01332494185429
"V113",-4.37814820755037
"V114",-0.901367573597855
"V115",-6.00777186663588
"V116",-3.78790464222683
"V117",-2.40960533635652
"V118",-0.146371575999008
"V119",-1.70295425159596
"V120",1.23314705512601
"V121",1.08177532386565
"V122",-0.0105684107190077
"V123",-0.536743199412252
"V124",0.613231958048838
"V125",-2.2266797987989
"V126",-3.54550379318321
"V127",1.97785051466939
"V128",1.89982017770728
"V129",2.31930776719527
"V130",-1.41174737138203
"V131",0.798479738703884
"V132",-4.19869793725864
"V133",-2.53987572846616
"V134",-0.136250449472403
"V135",-2.15525288731781
"V136",0.374114844299248
"V137",-3.00842928997283
"V138",-3.68686327978819
"V139",-6.91433587212852
"V140",2.11676267791398
"V141",-3.26436135076496
"V142",0.135537841953089
"V143",1.58408066166408
"V144",2.34164435557969
"V145",2.80558816690671
"V146",-0.502407895702157
"V147",-0.643102639434731
"V148",0.308293078830928
"V149",-1.70051401302321
"V150",-3.48031252963782
"V151",0.988532441626464
"V152",0.640699213285764
"V153",2.04075759778528
"V154",4.01940684794638
"V155",-2.26977162929551
"V156",-3.64516344467684
"V157",-2.56509975572881
"V158",-2.23794161843127
"V159",-2.65794220082891
"V160",0.715060561530484
"V161",-2.04569929784661
"V162",3.30658399099405
"V163",-0.691520377359995
"V164",-2.9123691406243
"V165",-1.08804209749928
"V166",2.15327003945006
"V167",2.44567749145804
"V168",0.538206322357452
"V169",0.288868777283163
