"","x"
"V317",-1.27242488014622
"V318",2.27587200963097
"V319",2.38758395107511
"V320",-0.0827520581035595
"V321",-2.06527683776485
"V322",-0.513938424766355
"V323",1.35688085280915
"V324",-0.828380675316364
"V325",-0.530358214459076
"V326",0.770752116337045
"V327",2.79316536564949
"V328",-0.257896655493073
"V329",1.24923098574304
"V330",5.31445360905072
"V331",-6.40762583224012
"V332",2.21806024987862
"V333",-2.73687080666643
"V334",0.683625207229876
"V335",4.19593451280723
"V336",5.59819489175473
"V337",-2.14754987219141
"V338",2.78000360078712
"V339",-0.869687027063105
"V340",4.84505886618778
"V341",-3.95056369019803
"V342",-4.09485410981231
"V343",-1.93685238934527
"V344",8.21407192787897
"V345",-2.19609340986983
"V346",-1.1918521801348
"V347",1.41999710614528
"V348",4.00760716946127
"V349",0.512005256714232
"V350",0.0260462223048763
"V351",1.74384409066294
"V352",-0.547937300581324
"V353",-0.855488702634922
"V354",-1.91702003183476
"V355",0.0896489606481892
"V356",-0.451927195919935
"V357",1.73024610599931
"V358",2.87702460054437
"V359",-0.34347925518094
"V360",-1.1135184954263
"V361",2.34589096181219
"V362",0.938047229559232
"V363",1.19794729633956
"V364",-4.29961087234039
"V365",-1.48289530327403
"V366",-0.336475160599252
"V367",-1.39220898118477
"V368",-2.9918460674115
"V369",0.878900110824819
"V370",-2.1030074218652
"V371",-3.06630470411991
"V372",1.39376170087455
"V373",-1.18906378142409
"V374",-2.41443980545517
"V375",-2.54169864991834
"V376",0.344372545783487
"V377",7.6047820349987
"V378",1.20719646654947
"V379",-5.06595006781656
"V380",2.94760378341558
"V381",1.39602058566565
"V382",-3.46813089522901
"V383",-2.99670558154744
"V384",-1.20941399788037
"V385",4.7367983287537
"V386",-0.877875478522385
"V387",-1.14965229395195
"V388",-2.86814117260611
"V389",5.15404470105494
"V390",-1.06848593317207
"V391",-4.26968524368228
"V392",1.54384431427365
"V393",-2.42030850806464
"V394",-1.07651866825328
"V395",-3.52951394303103
"V396",-3.25723119565268
"V397",0.101103742529508
"V398",1.04587795334968
"V399",2.88897988216291
"V400",-2.0331607488553
"V401",1.14471064278938
"V402",2.95354502085809
"V403",-2.60000792706692
"V404",-2.50447439085748
"V405",3.42942591050672
"V406",2.45051203123173
"V407",0.10407208148146
"V408",-3.86162263038564
"V409",-5.7380233799571
"V410",-0.0195042719346114
"V411",0.720427984814854
"V412",1.04562702759769
"V413",-1.20191321226836
"V414",-1.82040642470658
"V415",-2.99391407008966
"V416",-4.56381151302647
"V417",0.536582881568617
"V418",1.67508577185649
"V419",-0.0756642360753568
"V420",-3.02392234527811
"V421",0.980283108996225
"V422",3.36142626531854
"V423",1.53565454180078
"V424",1.12019438392429
"V425",-2.44194162186189
"V426",0.59379367816332
"V427",-0.469586035294507
"V428",0.117714745675683
"V429",-6.53330198011431
"V430",1.17678333854119
"V431",2.18019473369563
"V432",3.18551041291314
"V433",0.875239509690673
"V434",-2.30359247272758
"V435",-0.248645742409562
"V436",-0.112084120808491
"V437",2.17984572785467
"V438",-1.48868270439062
"V439",2.38683840873973
"V440",1.42207188733427
"V441",-0.0682068789367001
"V442",1.99561672792135
"V443",0.183554792224777
"V444",0.339181759680845
"V445",0.328642704063775
"V446",-2.42857712889802
"V447",1.1113107906365
"V448",1.36314249370901
"V449",2.80226292298181
"V450",1.95064767731916
"V451",-0.346484713093456
"V452",0.332898037607087
"V453",2.0161505613177
"V454",-0.370133154200518
"V455",0.842599921340815
"V456",0.77560936637458
"V457",1.36984056304185
"V458",-4.1887752236061
"V459",-1.8946402713712
"V460",1.01415024586917
"V461",2.15231018038267
"V462",0.639510989376458
"V463",-1.34157978341459
"V464",1.87776702921238
"V465",-0.335602290566108
"V466",0.199044690508377
"V467",-0.214518804537152
"V468",-1.01233112347663
"V469",-2.92109506935475
"V470",1.24425619285652
"V471",2.06848308317748
"V472",-0.185048065461495
"V473",0.180852863199617
"V474",-0.863682991599908
"V475",4.35694376610017
"V476",-2.18365903471377
"V477",1.92206596949099
"V478",2.76547604903901
"V479",-2.41873648112799
"V480",-1.34998649459161
"V481",-0.559632294627299
"V482",5.00913782628485
"V483",-1.14630643577034
"V484",-0.496869720285642
"V485",-0.331150952824105
"V486",-0.0665385936499583
"V487",-3.32762231177884
"V488",-3.23321504907939
"V489",0.0583095908155606
"V490",-0.557743070655143
"V491",-0.786104363174815
"V492",-1.69659791649199
"V493",0.975741813952125
"V494",-1.12747391476191
"V495",-0.943677648125973
"V496",-2.8010575197852
"V497",4.4390598164002
"V498",-0.110643650951242
"V499",-0.724596994695473
"V500",-0.817406494173828
"V501",-0.112084043265717
"V502",3.04014012356734
"V503",3.00220322896379
"V504",1.7588658490692
"V505",-3.56118449384384
"V506",-6.31024168637379
"V507",4.48049971983072
"V508",-0.540726800980464
"V509",0.763168580264954
"V510",-4.76695465836574
"V511",0.795100558920017
"V512",-7.74260323250728
